category,name,name_ar,description,description_ar,address,zip,city,region,country_code,email,phone,web,lat,lon,Image folder Number(unique),Image 1,Image 2,Image 3
Arts & Entertainment,Studio55 Alkhobar,,,,Jamaluddin Al Afghani St,34447,Al Ulaya,Saudi,SA,,966 13 834 0201,fitstudio55.com,26.3079908,50.1687184,12,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Mind Merge Training Center Al Khobar,,,, King Faisal Road,34423, Al Yarmouk,Saudi,SA,info@gomindmerge.com,966 13 896 1700,gomindmerge.com,26.2980091,50.1766363,13,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Fit Club ladies,,,,Custodian of The Two Holy Mosques Rd Custodian of The Two Holy Mosques Rd,34623 8881,Al Ulaya,Saudi,SA,,966 59 331 6060,fitclub-ksa.com,26.2980839,50.1766363,14,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Yamaha Center Al Khobar,,,,Al Khobar Al Shamalia,34429,Al Shamalia,Saudi,SA,,,,26.2980796,50.178936,15,1.jpg,2.jpg,3.jpg
Arts & Entertainment,British International School Of Al Khobar,,,,Al Jawharah,34434,Al Khobar,Saudi,SA,receptionist@bisak.org,966 13 882 5425,bisak.org,26.3353955,50.0827311,16,1.jpg,2.jpg,3.jpg
Arts & Entertainment,International Programs School,,,,Prince Sultan Road,34236,Qurtoba,Saudi,SA,,966 13 857 5603,ipsksa.com,26.3367638,50.0827298,17,1.jpg,2.jpg,3.jpg
Arts & Entertainment,International Programs School - New Campus,,,,"Qurtoba, Al Khobar",34236 6547,,Saudi,SA,,966 13 857 5603,ipsksa.com,26.3364901,50.0827301,18,1.jpg,2.jpg,3.jpg
Arts & Entertainment,عمارة العليا / شركة سراي للتطوير,,,,7875 قاسم بن عبدالله، Al Ulaya,34447,Al Ulaya,Saudi,SA,info@sarai.com,966 50 281 8700,sarai.com.sa,26.3362165,50.0827303,19,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Pakistan International School Al Khobar for Girls,,,,Al Khobar Al Shamalia,34426,Al Khobar Al Shamalia,Saudi,SA,,966 13 867 1777,piskhobar.com,26.3373111,50.0827293,20,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Scitech IMAX Cinema,,,,Corniche Rd Corniche Rd,34412 3618,Corniche,Saudi,SA,info@scitech.edu.sa,966 13 896 7777,scitech.com.sa,26.3047597,50.1850715,21,1.jpg,2.jpg,3.jpg
Arts & Entertainment,whitelens | وايتلنز,,,, Ar Rakah Al Janubiyah,34226,Al Rashid Towers,Saudi,SA,,966 13 824 9957,wl.sa,26.3048345,50.1850715,22,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Party Land,,,,King Khaled Street,34425,Al Shamalia,Saudi,SA,party.w.partyland@gmail.com,966 13 867 0749,,26.3025939,50.1818937,23,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Theme Party,,,, Al Khobar Al Shamalia,34427,Al Shamalia,Saudi,SA,,966 53 629 6482,,26.3026687,50.1818937,24,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Why grow up,,,,"Al Bandariyah,",34423,Al Khobar Al Shamalia,Saudi,SA,rolayassine2000@yahoo.com,966 50 217 5781,whygrowup.us,26.3027435,50.1818936,25,1.jpg,2.jpg,3.jpg
Arts & Entertainment,De Party,,,,7443 22nd Street,34445,Al Aqrabiyah,Saudi,SA,,,,26.2983293,50.1849156,26,1.jpg,2.jpg,3.jpg
Arts & Entertainment,My Party,,,,Al Khobar Al Shamalia,34445,Al Khobar Saudi,Saudi,SA,,966 55 009 6396,,26.2983293,50.1849156,27,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Fun City Saudi Arabia,,,,Al Jisr,34714,Al Khobar Al Shamalia,Saudi,SA,info@funcity.ae,971 4 501 4699,funcity.ae,26.2983112,50.1323842,28,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Skyzone,,,,Ash Shati Ash Sharqi,32414,Dammam,Saudi,SA,,966 59 660 1661,alhokair.com,26.2982772,50.132384,29,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Toy Town,,,,Fouad Center,34414 32413,Corniche Road,Saudi,SA,contact@toytown.com.sa,966 13 865 1555,toytown.com.sa,26.2988248,50.1323835,30,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Chuck E. Cheese's,,,,Ar Rusayfah,24232,Makkah,Saudi,SA,,966 13 892 0225,chuckecheese.com.sa,26.2990986,50.1323832,31,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Sparky's,,,,Doha Al Janubiyah,34457,Al Khobar Al Shamalia,Saudi,SA,,,,26.2993724,50.132383,32,1.jpg,2.jpg,3.jpg
Arts & Entertainment,فن سيتي,,,,اوساس مول، حي الجسر، Al Jisr,34714,Al Khobar Al Shamalia,Saudi,SA,info@funcity.ae,966 56713093,funcity.ae,26.2058906,50.1631273,33,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Vegas Family Entertainment Center,,,,10 Portland St,34714,Saint John,Saudi,SA,,"1 506-674-5289
",vegasfec.com,45.2749924,66.1081343,34,1.jpg,2.jpg,3.jpg
Arts & Entertainment,National Bookstore,,,,Al Khobar Al Shamalia,34429,Al Khobar Al Shamalia,Saudi,SA,,,,26.1989465,49.8837621,35,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Sindibad | سندباد,,,,7912 King Abdulaziz Rd,34441,Madinat Al Umal,Saudi,SA,Study@Sindibad-sa.com,966 13 893 5264,sindibad-sa.com,26.3080492,50.2079607,36,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Seasons Daycare Al Khobar,,,,"Corniche, Al Shablan Compound","34412

",Al Khobar Al Shamalia,Saudi,SA,Alkhobar@SeasonsDaycare.com,966 13 894 1069,seasonsdaycare.com,26.3080871,50.2079607,37,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Samsung & Terim,,,,3109 King Khaled Street,34429,Al Khobar Al Shamalia,Saudi,SA,webmaster@umg.com.sa,966 13 889 8456,umg.com.sa,26.2812668,50.2111838,38,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Pezzo SkyZone - Trampoline Park,,,,Ahmed Ibn Hanbal St,34235,Qurtoba,Saudi,SA,,966 56 890 7718,,26.1988786,50.0238807,39,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Gymboree Play & Learn,,,,King Fahd Road,34433,Al Hizam,Saudi,SA,,966 13 887 3830,gymboreeclasses-ksa.com,26.1993591,50.0238797,40,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Desert Designs,,,,3616 Custodian of The Two Holy Mosques Rd,34446,Aqrabiyah,Saudi,SA,esales@desertdesigns.com,966 13 889 4747,desertdesigns.com,26.1998396,50.0238787,41,1.jpg,2.jpg,3.jpg
Arts & Entertainment,BABYBOX,,,,Al Khobar Al Shamalia,34426,King Abdulaziz st,Saudi,SA,info@babybox.tv,966 50 127 1111,babybox.tv,26.20032,50.0238777,42,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Eram Galleria,,,,King Faisal Road,34226,Al Khobar Al Shamalia,Saudi,SA,infogalleria@gmail.com,966 13 808 6897,eramgalleria.com,26.1996361,49.8837581,43,1.jpg,2.jpg,3.jpg
Arts & Entertainment,OSN,,,,Al Khobar Al Shamalia,34429,Al Khobar Al Shamalia,Saudi,SA,,966 13 899 5875,,26.1996361,49.8837581,44,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Media Tech,,,,4889 Custodian of The Two Holy Mosques Rd,34621,Al Khobar Al Shamalia,Saudi,SA,,966 56 341 4140,,26.1996361,49.8837581,45,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Funoon Media,,,,5293 Cooperative Council Road, 34721 8164,Al Khobar Al Shamalia,Saudi,SA,,,orangemedia.me,26.2585717,49.9218701,46,1.jpg,2.jpg,3.jpg
Arts & Entertainment,ماكس ميديا(stc) max media,,,,Qurtoba,34235,Al Khobar Al Shamalia,Saudi,SA,info@maxmda.com,966 92 001 5111,maxmedia.com.sa,26.1996361,49.8837581,47,1.jpg,2.jpg,3.jpg
Arts & Entertainment,PRESTIGE MEDIA AND ADVERTISING AGENCY,,,, Al Taawun,34632,Al Khobar Al Shamalia,Saudi,SA,,966 13 865 1117,prestigeadv.net,26.1996361,49.8837581,48,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Miraj Graphics W.L.L,,,,Road No 2506,386,Bahrain,Saudi,SA,info@mirajmedia.com,973 3992 2008,mirajmedia.com,26.1996361,49.8837581,49,1.jpg,2.jpg,3.jpg
Arts & Entertainment,DesignPlus Media Est,,,,2117 Al Amir Turki,6455,Corniche,Saudi,SA,,966 13 896 9300,designplus-sa.com,26.1996361,49.8837581,50,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Mujahid bin razeen media unit,,,,Qurtoba,34235,Al Khobar Al Shamalia,Saudi,SA,,966 58 137 7433,,26.1996361,49.8837581,51,1.jpg,2.jpg,3.jpg
Arts & Entertainment,‪media legends,,,,Al Khobar Al Shamalia,34425,Al Khobar Al Shamalia,Saudi,SA,,966 55 222 4341,goo.gl,26.1996361,49.8837581,52,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Ghali Arts Wedding & Events Planning,,,,Al Khobar Al Shamalia,34426,Al Shamalia,Saudi,SA,,966 13 867 2000,,26.3042631,50.1317533,53,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Khobar Vibes,,,,"Al Khour, Unnamed Road",34614,Al Khobar Al Shamalia,Saudi,SA,,966 55 482 6662,thenme.org,26.3045369,50.1317531,54,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Coral Al Khobar Hotel,,,,King Abdullah Street,34623,Thuqbah,Saudi,SA,central.reservations@hmhhotelgroup.com,966 13 869 6666,hmhhotelgroup.com,26.3050845,50.1317526,55,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Theme Events,,,,King Abdulaziz Rd,34442,Madinat Al Umal,Saudi,SA,,966 13 895 4545,,26.3053582,50.1317523,56,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Mövenpick Hotel Al Khobar,,,,Prince Turkey Street,34422,Near Corniche,Saudi,SA,,966 13 898 4999,movenpick.com,26.3059058,50.1317518,57,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Crowne Plaza Al Khobar,,,,Custodian of The Two Holy Mosques Road,34623,Thuqbah,Saudi,SA,,966 13 898 8840,crowneplaza.com,26.3061795,50.1317516,58,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Holiday Inn Al Khobar,,,,King Saud Rd,34423,Al Yarmouk,Saudi,SA,,966 13 858 8000,ihg.com,26.3153495,50.2158808,59,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Holiday Inn Al Khobar - Corniche,,,,"King Abdulaziz St, King Faisal Bin",34429,King Faisal Bin,Saudi,SA,,966 13 867 1111,ihg.com,26.3153495,50.2158808,60,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Hilton Garden Inn Al Khobar,,,, King Saud Rd، Al Ulaya,34447,Al Khobar Al Shamalia,Saudi,SA,,966 9200 20064,hiltongardeninn3.hilton.com,26.2947063,50.1569771,61,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Milan Deluxe Suites,,,,King Abdullah Bin Abdul Aziz Road,34446,Al aqrabiyah,Saudi,SA,,966 13 869 8888,,26.2949972,50.156977,62,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Seef Hall,,,,Al Khobar,34414,Al Khobar Al Shamalia,Saudi,SA,,966 13 864 3111,seefcenter.net,26.2949972,50.156977,63,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Golden Tulip,,,,"Al-Baghdadiyah Al-Sharqiyah, 60 Street, Old Airport Road",22241,Jeddah ,Saudi,SA,gm@goldentulipalkhobar.com,966 13 889 3222,goldentulipalkhobar.com,26.2949972,50.156977,64,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Ronza Rose Sea View Hotel,,,,Al Sahil,34611,Al Khobar Al Shamalia,Saudi,SA,reservations@ronzarose.com,966 13 881 3300,ronzarose.com,26.2949972,50.156977,65,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Berwaz Hall,,,,Rabeah Ibn Abdulrahman St,34454,Doha Al Janubiyah,Saudi,SA,,966 55 508 7255,,26.2949972,50.156977,66,1.jpg,2.jpg,3.jpg
Arts & Entertainment,DoubleTree by Hilton Hotel Dhahran,,,,King Saud Branch Rd,31952,Al Ulaya,Saudi,SA,,966 13 331 1144,doubletree3.hilton.com,26.2949972,50.156977,67,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Toys,,,,King Abdulaziz Road,34428,Al Khobar Al Shamalia,Saudi,SA,,966 13 896 0182,,26.2951426,50.1569769,68,1.jpg,2.jpg,3.jpg
Arts & Entertainment,My Beauty Toys,,,,Al Khobar Al Shamalia,34428,Al Khobar Al Shamalia,Saudi,SA,,,,26.2951341,50.1569769,69,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Gamers Den,,,,Al Ulaya,34448,Al Khobar Al Shamalia,Saudi,SA,,966 59 007 9148,gamersdenstore.com,26.2951426,50.1569769,70,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Moseid Yahya Ali AIO Sofei Trad. Est.,,,,3rd Street,13952,Al Shamalia,Saudi,SA,,966 13 897 4749,,26.1988786,50.0238807,71,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Toys R Us,,,,3566 Prince Faisal Bin Fahd Road,34455,Doha Al Janubiyah,Saudi,SA,customercare@toysrus.com.sa,966 13 868 6414,toysrus.com.sa,26.3091695,50.1384527,72,1.jpg,2.jpg,3.jpg
Arts & Entertainment,جزيرة الأنمي Anime Island Store,,,,16th Street,34446,Al Aqrabiyah,Saudi,SA,,966 56 366 3252,"an-island.com


 
",26.2584422,50.1588479,73,1.jpg,2.jpg,3.jpg
Arts & Entertainment,محترف,,,,"Thuqbah,",34623,Al Khobar Al Shamalia,Saudi,SA,,966 56 590 5154,,26.2585877,50.1588479,74,1.jpg,2.jpg,3.jpg
Arts & Entertainment,BABATAIN TRADING,,,,Prince Nasser St,34429,Al Khobar Al Shamalia,Saudi,SA,,,,26.2588786,50.1588478,75,1.jpg,2.jpg,3.jpg
Arts & Entertainment,7046 الامير احمد، Madinat Al Um,,,,"7046 الامير احمد, Madinat Al Umal",34442,Al Khobar ,Saudi,SA,kurdiruh@alkurdi.com.sa,"966 13 895 4744
",alkurdi.com.sa,26.2583053,50.1588481,76,1.jpg,2.jpg,3.jpg
Arts & Entertainment,"Toys""R""Us",,,,Al Khuzama,34719,Al Khobar ,Saudi,SA,customercare@toysrus.com.sa,,toysrus.com.sa,26.2074495,50.161692,77,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Fouad Center,,,,Al Khobar,34414,Al Khobar ,Saudi,SA,info@abdulla-fouad.com,966 013 814 1414,abdulla-fouad.com,26.2988811,50.18852,78,1.jpg,2.jpg,3.jpg
Arts & Entertainment,"Family Shop: Gifts, Accessories, School Tools, Houseware, Toys",,,,Al Khobar Al Shamalia,34428,Al Khobar ,Saudi,SA,,966 50 382 2047,,26.2583053,50.1588481,79,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Hadabi Trading & Contracting Est.,,,,Al Khobar Al Shamalia,34425,King Khaled St,Saudi,SA, info@hactse.com,966 59 555 4553,hactse.com,26.2980764,50.1819564,80,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Al Khobar Al Shamalia,,,,,34426,Al Khobar ,Saudi,SA,,966 13 894 8440,,26.2583053,50.1588481,81,1.jpg,2.jpg,3.jpg
Arts & Entertainment,BEST HELP Trading Est,,,,Al Khobar Al Shamalia,34427,Al Khobar ,Saudi,SA,,966 13 864 1353,,26.2583053,50.1588481,82,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Toys Plus,,,,Al Khobar Al Shamalia,34429,Al Khobar ,Saudi,SA,,,,26.2583053,50.1588481,83,1.jpg,2.jpg,3.jpg
Arts & Entertainment,بيبيز آر أص,,,,An Nuzhah,32252,Dammam 32252,Saudi,SA,customercare@toysrus.com.sa,966 13 830 2545,toysrus.com.sa,26.4017306,,84,1.jpg,2.jpg,3.jpg
Arts & Entertainment,early learning centre,,,,"Mall of Dhahran, 6864 Prince Faisal Bin Fahd Road",34457,"Doha Al Janubiyah,",Saudi,SA,customercare@toyschool.com,"966 13 868 4253


 


 
",elc-me.com,26.3062977,50.1360094,85,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Masterpieces of hobbies and gifts,,,,Al Khobar Al Shamalia,34429,Al Khobar ,Saudi,SA,,966 59 747 9136,,26.2583053,50.1588481,86,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Anime Island Store,,,,"16th Street, Al Aqrabiyah",34446,Al Khobar ,Saudi,SA,,966 56 366 3252,an-island.com,26.3088991,50.1587279,87,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Al-Rashid Theatre,,,,Alshihab Altaifi St,34448,Al Ulaya,Saudi,SA,info@rashidmall.com,966 13 899 4466,rashidmall.com,26.2924892,50.1455927,88,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Zohoor alreef,,,,Al Khuzama,34718,Al Khobar ,Saudi,SA,,,,26.2510749,50.0480868,89,1.jpg,2.jpg,3.jpg
Arts & Entertainment,King Abdulaziz Center for World Culture,,,,"Ring Rd, Gharb Al Dhahran",34461,Dhahran,Saudi,SA,,,kingabdulazizcenter.com,26.251555,50.0480858,90,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Dynamic Industry for Trading & Contracting Est.,,,,Prince Fawaz St,34426,Al Khobar,Saudi,SA,info@dynamic-industry.com,966 13 899 1470,dynamic-industry.com,26.1996361,49.8837581,91,1.jpg,2.jpg,3.jpg
Arts & Entertainment,INCO industrail Company,,,,Al Jawharah,34431,Al Khobar ,Saudi,SA,,,,26.2003256,49.8837541,92,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Raqtan Group,,,,"Raqtan Complex, Khobar/Dammam Highway",31952,Dammam Highway,Saudi,SA,,966 13 857 3890,"raqtangroup.com
",26.2010152,49.8837501,93,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Qtech,,,,"Ibn Sina, QTech , King khed Branch Road",34627,Al Khobar ,Saudi,SA,,966 58 294 9728,plus.google.com,26.2004723,49.8837467,94,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Smico Specialized Metal Industry Co.Ltd,,,,Al Taawun,34644,Al Khobar ,Saudi,SA,,966 50 481 5392,,26.2011619,49.8837427,95,1.jpg,2.jpg,3.jpg
Arts & Entertainment,B2Flex Company,,,,Khobar St,34627 31952, Ibn Sina,Saudi,SA,,966 13 802 1735,b2flex.com,26.2018514,49.8837387,96,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Industrial Supplies Development Co. Ltd.,,,,King Abdulaziz Rd,34442,Madinat Al Umal,Saudi,SA,hedho@isd.com.sa,966 13 893 3548,isd.com.sa,26.202541,49.8837347,97,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Nijedi Industrial Supply Est,,,,Khaled Ibn Al Walid St,34225 31952,Al Khobar ,Saudi,SA,,966 13 857 3514,tetkon.com,26.2032305,49.8837307,98,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Aflak Electronic Industries Co.,,,,"Madinat Al Umal, 2nd Floor, Riyad Bank Bldg",34441," Madenat Al-Ummal,",Saudi,SA,sales@aflak.com.sa,966 13 864 4070,aflak.com.sa,26.2046094,49.8837227,99,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Al Kooheji Bilding Material,,,,"8th Street, Al Khobar Al Shamalia",34427,Al Khobar ,Saudi,SA,,966 13 867 0063,,26.20392,49.8837267,100,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Fuad Abdullah Al Suwaiket Trading ,,,," Al Khobar Al Shamalia,",34429,Al Khobar Al Shamalia,Saudi,SA,info@evicco.com,138954364,fastco.sa.com,26.20392,49.8837267,101,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Delmon Chemical Industries,,,,Dammam 2nd Industrial City,34327,Dammam,Saudi,SA,info@delmon.com.sa,966 13 857 7777,delmon.com.sa,26.20392,49.8837267,102,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Bander Alhazmi For Trade And Industry Group,,,,"Al Bustan, 130. level 8",34422,karawan towers,Saudi,SA,Info@hazmi.com.sa,966 9200 12300,hazmi.com.sa,26.20392,49.8837267,103,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Pan Gulf Industrial Investment,,,,Corniche,34611,Al Khobar ,Saudi,SA,info@pgiic.com,966 13 867 0444,pgiic.com,26.20392,49.8837267,104,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Pan Gulf Industrial Systems - Fire & Safety,,,,"Ibn Sina, Pan Gulf Industrial Systems Post Box No. 1225",31952,Al Khobar ,Saudi,SA,sales@pgisystems.com,966 13 897 5651,pgisystems.com,26.2046094,49.8837227,105,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Advanced Oil Field Services (AOS),,,,"Al Taawun, Baghlaf Industrial",34644,Al Khobar ,Saudi,SA,SALES@AROilFieldServices.com,966 13 864 9300,"aroilfieldservices.com
",26.2052989,49.8837187,106,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Leap Networks Arabia,,,,Corniche,34412,Al Khobar ,Saudi,SA,enquiry@leap-networks.com,966 13 849 1867,leap-networks.com,26.2059883,49.8837147,107,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Saudi Cast - Dammam Branch,,,,Al Khobar Al Shamalia,34426,Al Khobar ,Saudi,SA,info@saudicast.com,966 54 763 3582,saudicast.com,26.2940219,50.2071076,108,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Saudi Cast Al Khobar Office,,,,Al Khobar Al Shamalia,34428,Al Khobar ,Saudi,SA,sales@saudicast.com,966 8594187,saudicast.com,26.294041,50.2071076,109,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Al Hussan International School,,,,"Mohammed Al Fatih St, Ar Rakah Al Janubiyah",34226,Al Khobar ,Saudi,SA,,966 13 858 7566,international.alhussan.edu.sa,26.1996361,49.8837581,110,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Prince Mohammad Bin Fahd University,,,,"617, Al Jawharah, Khobar",34754,Dhahran,Saudi,SA,,966 13 849 8880,pmu.edu.sa,26.2010152,49.8837501,111,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Brod Bio G. Crib..,,,,"5th Street, Al Khobar Al Shamalia",34427,Al Khobar ,Saudi,SA,,,,26.3022048,50.1868234,112,1.jpg,2.jpg,3.jpg
Arts & Entertainment,BurgerFuel,,,,"Shatea Mall, Prince Mohammad Bin Fahad Street",31433,Al Shatea,Saudi,SA,,966 13 830 6020,burgerfuel.com,26.4546457,50.1181818,113,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Sunset Weddings Hall,,,,"Al Manar,",31952,Al Khobar ,Saudi,SA,,966 13 811 5222,,26.3552042,49.7124805,114,1.jpg,2.jpg,3.jpg
Arts & Entertainment,ALHOKAIR TIME,,,,5157 الاشرعة، Ash Shati Ash Sharqi,32414,Al Khobar ,Saudi,SA,,966 9200 06699,alhokair.com,26.3533581,49.7124987,115,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Cobra Amusement Park,,,,"Prince Mohammed Bin Fahd Road,",32235,Al Basatin,Saudi,SA,,,,26.3547295,49.7124907,116,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Adventure World,,,,Prince Mansour St,32241,Muhammed Ibn Saud,Saudi,SA,,966 50 656 2603,,26.4320399,50.1118558,117,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Dolphin Village,,,,Cornish Rd,32421,Dammam,Saudi,SA,info@dolphin-resort.net,966 55 392 2999,dolphin-resort.net,26.4331821,50.0256059,118,1.jpg,2.jpg,3.jpg
Arts & Entertainment,"Cobra Amusement Park
مدينة ألعاب الكوبرا",,,,Prince Mohammed Bin Fahd Road,32235,Dammam,Saudi,SA,,,,26.3558898,49.7124765,119,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Prince Mohammed Bin Fahd Stadium,,,,Prince Mohammed Bin Fahd Road,32241,muhammed Ibn Saud,Saudi,SA,,,,26.3557493,49.7124839,120,1.jpg,2.jpg,3.jpg
Arts & Entertainment,KIDs INN,,,,An Nur,32444,Dammam,Saudi,SA,,,,26.3564349,49.7124799,121,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Al Fakhriyah Toys,,,,Ash Shulah,34261,Dammam,Saudi,SA,,,,26.3571205,49.7124759,122,1.jpg,2.jpg,3.jpg
Arts & Entertainment,مؤسسة النداف للألعاب,,,,Saad Ibn Muath St,32245,Ghirnatah,Saudi,SA,,966 13 841 8549,,26.3578062,49.7124719,123,1.jpg,2.jpg,3.jpg
Arts & Entertainment,منارات العطاء,,,,Imam Mohammed Bin Saud St,32274,Al Khobar ,Saudi,SA,,966 13 813 8000,mnarat.org.sa,26.3795862,50.0601569,124,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Islamic Cultural Center,,,,King Saud St,32416,Al Souq,Saudi,SA,info@icc.org.sa,966 13 832 0004,icc.org.sa,26.3798597,50.0601567,125,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Noble Badminton Club - Dammam,,,,Aktham Ibn Saifi St,32232,Dammam,Saudi,SA,,966 50 587 3745,noblebadminton.com,26.3801332,50.0601564,126,1.jpg,2.jpg,3.jpg
