category,name,name_ar,description,description_ar,address,zip,city,region,country_code,email,phone,web,lat,lon,Image folder Number(unique),Image 1,Image 2,Image 3
Travel & Tourism,SHAHEEN (Ali Salman AbuShaheen) HVAC,,,,"King Fahad st. Cross3? Near NCB? Al Khobar Saudi Arabia",,Al Khobar ,Saudi,SA,info@shaheenhvac.com,966 13 897 8770,http://www.shaheenhvac.com,26.2845838,50.1420617,11,1.jpg,2.jpg,3.jpg
Travel & Tourism,Adeel Tufail Est. for Air Conditioning,,,,"10th St, Thuqbah, Al Khobar 34623, Saudi Arabia",,Al Khobar ,Saudi,SA,askadeel@hotmail.com,966 55 618 2408,https://ate-hvac.com/,26.281211,50.1225806,12,1.jpg,2.jpg,3.jpg
Travel & Tourism,Advance World Group,,,,"18th Street, Al Khalij, Dammam 32425, Saudi Arabia",,Dammam,Saudi,SA,info@advanceworldgroup.com,966 54 516 4444,https://www.advanceworldgroup.com/,26.4461779,50.0262207,13,1.jpg,2.jpg,3.jpg
Travel & Tourism,Albinali HVAC & Chillers,,,,"Ar Rabi, Dammam 32241 8335, Saudi Arabia",,Dammam,Saudi,SA,services@albinalitrd.com,966 13 833 7743,http://www.albinalitrd.com,26.4402772,50.0448492,14,1.jpg,2.jpg,3.jpg
Travel & Tourism,Feyafy Air conditioning & Refrigeration,,,,"Omar Ibn Al Khattab St, Dammam 32444, Saudi Arabia",,Dammam,Saudi,SA,info@feyafy.com,966 50 577 4736,http://www.feyafy.com/,26.4312649,49.9687937,15,1.jpg,2.jpg,3.jpg
Travel & Tourism,Daikin - Eastern Branch,,,,"Business Center Bldg. 1st Floor. Office No.4, 1st Street, Prince Mohammed Bin Fahd Road,, Dammam Saudi Arabia",,Dammam,Saudi,SA,info@daikin-ksa.com,966 13 808 1312,http://www.daikin-ksa.com/,26.4333807,50.0475856,16,1.jpg,2.jpg,3.jpg
Travel & Tourism,EXPERTS COOLING CO.,,,,"King Faisal Road King Faisal Road, Al Tubayshi, Dammam 32233 9177, Saudi Arabia",,Dammam,Saudi,SA,info@ecc.com.sa,966 13 830 5505,http://ecc.com.sa/,26.4351703,50.0564004,17,1.jpg,2.jpg,3.jpg
Travel & Tourism,European World Cont. Est.,,,,"King Saud St, Al Muhammadiyah, Dammam 32432, Saudi Arabia",,Dammam,Saudi,SA,Info@euroworldgrp.com,966 13 837 4755,http://www.euroworldgrp.com/,26.4410587,49.9892028,18,1.jpg,2.jpg,3.jpg
Travel & Tourism,Fahad Al-Dubais Trading Est.,,,,"King Saud St, An Nakhil, Al-Fakhera Plazza Building? Dammam 32244, Saudi Arabia",,Dammam,Saudi,SA,info@al-dubais.com,966 13 830 4866,http://www.al-dubais.com,26.4430562,50.0238609,19,1.jpg,2.jpg,3.jpg
Travel & Tourism,AIRFLOW HVAC EST.,,,,"Prince Metib Road, Hajar, Dhahran 34252, Saudi Arabia",, Dhahran,Saudi,SA,info@airflowksa.com,966 13 864 2489,http://airflowksa.com/,26.373084,50.030609,20,1.jpg,2.jpg,3.jpg
Travel & Tourism,Benaa Dot Com,,,,"125? Sharq? Kuwait",,Kuwait City,Kuwait City,KW,info@benaa.com.kw,965 2249 5350,https://www.benaa.com.kw,29.3772737,47.9186578,21,1.jpg,2.jpg,3.jpg
Travel & Tourism,Al Awali Travels,,,,"Office 1,2,3 Mezzanine Floor Al Salaam Towers, Fahad Al-Salem Street, Kuwait City, Kuwait? Fahad Al-Salem Street, Kuwait City, Kuwait",,Kuwait City,Kuwait City,KW,trip-engine@awali.com.kw,965 2228 2228,https://awali.com.kw/,29.3628591,47.8949662,22,1.jpg,2.jpg,3.jpg
Travel & Tourism,al waseet travel&tourism services,,,,"Fahad Al-Salem Street, Kuwait City 13057, Kuwait",,Kuwait City,Kuwait City,KW,info@alwaseettravel.com,965 2245 6880,http://www.alwaseettravel.com,29.3670013,47.8962576,23,1.jpg,2.jpg,3.jpg
Travel & Tourism,Boodai Aviation Group,,,,"Ali Al-Salem St, Kuwait City, Kuwait",,Salem St,Kuwait City,KW,ba@boodaiaviation.com,965 2208 7407,http://www.boodaiaviation.com,29.3664949,47.9010311,24,1.jpg,2.jpg,3.jpg
Travel & Tourism,Sefeena Car Rental,,,,"Abdulmunim Riyadh St, Kuwait City, Kuwait",,Kuwait City,Kuwait City,KW,carrental@sefeena.com,965 9727 6412,http://www.sefeena.com,29.37306,47.9185951,25,1.jpg,2.jpg,3.jpg
Travel & Tourism,Osoul House,,,,"Sharq Ahmed Al Gaber Street? Kuwait City 20022, Kuwait",, Kuwait City,Kuwait City,KW,rv1@osoulhouse.com,965 2431 9295,https://www.osoulhouse.com,29.381292,47.9150553,26,1.jpg,2.jpg,3.jpg
Travel & Tourism,Araba HO (Al Mulla Car Rental),,,,"Shuwaikh Industrial, Kuwait",,Kuwait City,Kuwait City,KW,amrl@almullagroup.com,965 2491 5780,http://www.almullarental.com,29.3267378,47.868874,27,1.jpg,2.jpg,3.jpg
Travel & Tourism,Al-Falah Car Wash,,,,"Mobark Al Kabeer Street, Kuwait City, Kuwait",,Kuwait City,Kuwait City,KW,,965 2245 2432,http://www.alfalahcarwash.com,29.3670497,47.9199468,28,1.jpg,2.jpg,3.jpg
Travel & Tourism,Wrap It Movers,,,,"Office # 51, Mezzanine Floor, Behbehani Complex,, Sharq, Jaber Al-Mubarak Street, Kuwait City,, Kuwait City, Kuwait",,Kuwait City,Kuwait City,KW,INFOKUWAIT@WRAPITMOVERS.COM,965 2247 7575,www.wrapitmoversinternational.com,29.3800717,47.9207078,29,1.jpg,2.jpg,3.jpg
Travel & Tourism,Vigor Enterprise,,,,"Al-Gas Tower, 13th Floor, 24 Ahmad Al Jaber Street,, Kuwait City, Kuwait",,Kuwait City,Kuwait City,KW,info@vigorevents.com,965 2246 1445,http://vigorevents.com,29.3816553,47.9159396,30,1.jpg,2.jpg,3.jpg
Travel & Tourism,Trilogy Events,,,,"Mazaya Tower, 6th Floor, Office No.2? Khalid Ibn Al Waleed St, Kuwait City, Kuwait",,Kuwait City,Kuwait City,KW,info@trilogyevents.org,965 9933 3525,http://trilogyevents.org,29.3745431,"47.9195419,",31,1.jpg,2.jpg,3.jpg
Travel & Tourism,BlankHunts,,,,"Ahmad Al Jaber St, Kuwait City, Kuwait",,Kuwait City,Kuwait City,KW,info@blankhunts.com,965 555 25265,http://blankhunts.com,29.382491,47.9166425,32,1.jpg,2.jpg,3.jpg
Travel & Tourism,Ruwad Expo W.L.L,,,,"Burj Al Dera, 3 Ahmad Al Jaber St, Kuwait City, Kuwait",,Kuwait City,Kuwait City,KW,info@ruwadexpo.com,965 2241 3464,http://ruwadexpo.com,29.3784225,47.9096252,33,1.jpg,2.jpg,3.jpg
Travel & Tourism,Click integrated media solutions,,,,"Hilali Street Road, Kuwait, Space Tower Bulding 17th Floor, Kuwait",,Kuwait City,Kuwait City,KW,info@click-ims.com,965 2245 9769,http://click-ims.com/,29.3685385,47.9080966,34,1.jpg,2.jpg,3.jpg
Travel & Tourism,Sporty Camel,,,,"Office No.7, Floor No.3, Ali Al Mulla Complex,? Abdulla Al Mubarak St, Block 10, Jibla,? Kuwait City 13006, Kuwait",,Kuwait City,Kuwait City,KW,info@sportycamel.com,965 6612 5212,https://www.sportycamel.com/,29.3703627,47.9075858,35,1.jpg,2.jpg,3.jpg
Travel & Tourism,Forward Sports Event Management,,,,"Kuwait Free Trade Zone, Kuwait",,Kuwait City,Kuwait City,KW,info@letsgoforward.com,965 9996 4794,http://forwardsportsevents.com,29.3508524,47.838161,36,1.jpg,2.jpg,3.jpg
Travel & Tourism,Festivity,,,,"Fahad AlSalem St., AlNassar Tower, Kuwait City, Kuwait",,Kuwait City,Kuwait City,KW,Hello@Festivity.com.kw,965 9944 2050,http://www.festivity.com.kw,29.3619747,47.8939508,37,1.jpg,2.jpg,3.jpg
Travel & Tourism,five levels,,,,"281 St, Hawally, Kuwait",,Hawally,Saudi,KW,info@fivelevels.com,965 2267 0707,http://fivelevels.com/,29.329795,47.9588623,38,1.jpg,2.jpg,3.jpg
Travel & Tourism,Event Troop,,,,"Al Khobar Al Shamalia, Al Khobar , Saudi Arabia",34429,Al Khobar,Saudi,KW,info@eventtroop.com,966 56 646 2666,http://eventtroop.com,26.2806487,50.1425036,39,1.jpg,2.jpg,3.jpg
Travel & Tourism,Hawyia,,,,"Firas Ibn Al Nudur St, Al Ulaya, Al Khobar 4004, Saudi Arabia",,Al Khobar,Saudi,KW,info@hawyia.com,966 13 887 7100,http://www.hawyia.com,26.3060316,50.1099352,40,1.jpg,2.jpg,3.jpg
Travel & Tourism,Sumou International,,,,"2772 Najd Street, Al Tubayshi, Office 13? Dammam 32233, Saudi Arabia",,Al Khobar,Saudi,KW,info@sumou-intl.com,966 13 805 9925,http://sumou-intl.com,26.4318205,50.052805,41,1.jpg,2.jpg,3.jpg
Travel & Tourism,Global Sport Gate,,,,"4 St, Al Nahdah, Dammam 32234, Saudi Arabia",,Dammam,Saudi,KW,info@gsg.sa,966 13 815 1115,http://gsg.sa/,26.3854572,50.0772914,42,1.jpg,2.jpg,3.jpg
Travel & Tourism,Unlimited Technology ( EVENTAT),,,,"Al Qusur, Prince Mohammed Bin Fahd Rd?? Dhahran 34247, Saudi Arabia",,Dhahran,Saudi,KW,info@eventat.sa,966 9200 08001,http://eventat.sa/about-company/,26.3452362,50.0763982,43,1.jpg,2.jpg,3.jpg
Travel & Tourism,Event Troop,,,,"Al Khobar Al Shamalia, Al Khobar 34429, Saudi Arabia",,Al Khobar,Saudi,KW,info@eventtroop.com,966 56 646 2666,http://eventtroop.com/,26.2806487,50.1425036,44,1.jpg,2.jpg,3.jpg
sho,EASTERN TEXTILE CO,,,,"800435 Mubarak Al Kabeer St, Kuwait City, Kuwait",,Kuwait City,Kuwait City,KW,info@eastern-textiles.com,965 2242 6584,http://eastern-textiles.com,29.3726565,47.9088246,45,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Delmon Chemical Industries,,,,Dammam 2nd Industrial City,34327,Dammam,Saudi,SA,info@delmon.com.sa,966 13 857 7777,delmon.com.sa,26.20392,49.8837267,46,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Bander Alhazmi For Trade And Industry Group,,,,"Al Bustan, 130. level 8",34422,karawan towers,Saudi,SA,Info@hazmi.com.sa,966 9200 12300,hazmi.com.sa,26.20392,49.8837267,47,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Pan Gulf Industrial Investment,,,,Corniche,34611,Al Khobar ,Saudi,SA,info@pgiic.com,966 13 867 0444,pgiic.com,26.20392,49.8837267,48,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Pan Gulf Industrial Systems - Fire & Safety,,,,"Ibn Sina, Pan Gulf Industrial Systems Post Box No. 1225",31952,Al Khobar ,Saudi,SA,sales@pgisystems.com,966 13 897 5651,pgisystems.com,26.2046094,49.8837227,49,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Advanced Oil Field Services (AOS),,,,"Al Taawun, Baghlaf Industrial",34644,Al Khobar ,Saudi,SA,SALES@AROilFieldServices.com,966 13 864 9300,"aroilfieldservices.com
",26.2052989,49.8837187,50,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Leap Networks Arabia,,,,Corniche,34412,Al Khobar ,Saudi,SA,enquiry@leap-networks.com,966 13 849 1867,leap-networks.com,26.2059883,49.8837147,51,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Saudi Cast - Dammam Branch,,,,Al Khobar Al Shamalia,34426,Al Khobar ,Saudi,SA,info@saudicast.com,966 54 763 3582,saudicast.com,26.2940219,50.2071076,52,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Saudi Cast Al Khobar Office,,,,Al Khobar Al Shamalia,34428,Al Khobar ,Saudi,SA,sales@saudicast.com,966 8594187,saudicast.com,26.294041,50.2071076,53,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Expression Institute for Private Training,,,,Ahmed Al Jaber St,21540,Kuwait City City,Kuwait City,KW,info@expression.com.kw,965 2224 0177,expression.com.kw,29.2412832,47.9070207,54,1.jpg,2.jpg,3.jpg
Arts & Entertainment,The British School of Kuwait,,,,"Salwa, Building 214",13130,Kuwait City City,Kuwait City,KW,tkk@bsk.edu.kw,965 1830 456,bsk.edu.kw,29.3010217,48.0625853,55,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Al-Dostour Law Firm,,,,"Al-Shaab Gulf-Road Al-dana Plaza complex 3rd floor office? 304",21540, Kuwait City City,Kuwait City,KW,info@al-dostour.com,965 2266 7374,al-dostour.com,29.3694987,47.990605,56,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Al Markaz Law Firm,,,,Ahmad Al Jaber St,34448, Kuwait City City,Kuwait City,KW,info@markazlaw.com,965 2246 4640,markazlaw.com,29.3695712,47.990605,57,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Arsan Advocates & Legal Consultants,,,,Ahmad Al Jaber St,21540,Kuwait City City,Kuwait City,KW,info@arsanlaw.com,965 2246 9091,arsanlaw.com,29.3803038,47.9778433,58,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Al Adwani Law Firm,,,,"Injazzat Tower, 40 Khalid Ibn Al Waleed St",21540,Kuwait City City,Kuwait City,KW,info@aladwanilawfirm.com,965 2227 5475,aladwanilawfirm.com,29.3803223,47.9778433,59,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Cinemagics,,,,22 Salem Al Mubarak Street Al,39958,Salmiya,Kuwait City,KW,info@cinemagics.com,965 2572 0945,cinemagics.com,29.2256084,47.8928869,60,1.jpg,2.jpg,3.jpg
Arts & Entertainment,GamesQ8.com,,,,Tunisia St,21540,Mezzanine,Kuwait City,KW,CS@GAMESQ8.com,965 9559 2299,gamesq8.com,29.2260618,47.8928861,61,1.jpg,2.jpg,3.jpg
Arts & Entertainment,GIANTS Gaming Lounge,,,,Mangaf,39958,Kuwait City City,Kuwait City,KW,info@giantsgl.com,965 2229 9200,giantsgl.com,29.2265151,47.8928853,62,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Al Haramain Perfumes Int’l W.L.L,,,,Kuwait City,34448,Kuwait City City,Kuwait City,KW,info@alharamainperfumes.com,965 2247 7887,alharamainperfumes.com,29.3769715,47.9643569,63,1.jpg,2.jpg,3.jpg
Arts & Entertainment,G-SHOCK Boutique,,,,,70050,Kuwait City City,Kuwait City,KW,info@al-batel.com,965 2241 9419,al-batel.com,29.3769715,47.9643569,64,1.jpg,2.jpg,3.jpg
Arts & Entertainment,The Sultan Gallery Kuwait,,,,168 Mubarak Al Kabeer St,22093,Kuwait City City,Kuwait City,KW,sultangallery1969@gmail.com,965 2471 4325,sultangallery.com,29.3083106,47.9256119,65,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Contemporary Art Platform,,,,2 Shuwaikh Industrial,34448,Kuwait City City,Kuwait City,KW,info@capkuwait.com,965 2492 5636,capkuwait.com,29.3083106,47.9256119,66,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Museum of Modern Art,,,,Ibraheem Al Mudhaf St,22093,Kuwait City City,Kuwait City,KW,info@nccal.gov.kw,965 2292 9444,nccal.gov.kw,29.3083106,47.9256119,67,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Ice Skating Rink,,,,Al-Soor St,34448,Kuwait City City,Kuwait City,KW,pr@tec.com.kw,965 2241 1151,kuwaittourism.com,29.346205,47.9235722,68,1.jpg,2.jpg,3.jpg
Arts & Entertainment,Tareq Rajab Museum of Islamic Calligraphy,,,,Kuwait City,34448,Kuwait City City,Kuwait City,KW,museum@trmkt.com,965 2531 7358,trmkt.com,29.3464677,47.923572,69,1.jpg,2.jpg,3.jpg
Arts & Entertainment,The Mirror House,,,,"94 17 St,",35809,Kuwait City City,Kuwait City,KW,mirrorhouseq8@gmail.com,965 2251 8522,mirrorhouseq8.com,29.3467304,47.9235718,70,1.jpg,2.jpg,3.jpg
